mfs_name,status,mfs_transaction_status,created_by,debit_account_number,debit_account_title,credit_account_title,cbs_ft_trace_no,credit_account_number,debit_account_branch_oid,created_on
Voltsillam,active,success,lknappittiz,80-255-4545,tz1XhRVqtcVs3KKJmbXdcZrRzAmiQLLBwuuh,tz1apNfmLqG2VNLDXfnEFhkgBuz5G3v6Zysg,0923210091,48-751-0948,Porvenir,2023-12-13
Konklab,inactive,success,mstutherj0,63-501-4064,tz1PeRWxVzXdaii2JCotey3Jf7NmgH4tZZK7,tz1Kj4Q4ra1Q9LjpbsiQzmpLEmNAF3nEYGAk,3555823558,63-180-1721,Fajardo,2024-01-25
Sonsing,inactive,failure,acobbledj1,14-461-6851,tz1iUosU2x1D9Dck8VMdjvRZ4YXqcCgbyStQ,tz1ap759JxeJcu8n6HCP8zA1DvQehbA6v49k,1461423368,08-912-0810,Pottuvil,2024-11-04
Alphazap,inactive,failure,bliddenj2,11-440-7079,tz1TauG6s6zCXnFjmNnPCuwBDfQCbQ415Kws,tz1ekaAZ6eAryc8SkoYiVMdkMqzX8KTJxpSn,3441338502,51-896-4722,Electric City,2024-06-28
Lotlux,inactive,failure,dcissenj3,62-586-5231,tz1SZNWcgEETyQMkBscULrn9N74vFXicreZE,tz1Mz6XQ5QbPKxxR48zuiHgibMQdk8Zhs3vw,1322423547,61-525-8459,Paysandu,2024-01-08
Prodder,active,success,dsymonesj4,47-510-6783,tz1WoyPLVopgZ4utQeGjnLXs8Swy6PDzm8H7,tz1MYYqfPgpxgUFEZue8tDsmTk7PyUhA4pAm,8666114002,13-828-1668,Washington,2024-03-14
Overhold,active,success,mgilbridej5,86-246-7695,tz1MqTR5aNWRQ8ya1qT92wyjySGbx7rSBp3X,tz1RUs8XreaBiApH1mg5gp7fN6tb15zGkQYv,2006520369,51-453-9179,Ukhta,2024-01-16
Bigtax,active,failure,mklementzj6,78-194-5770,tz1MrADjNXVjo6quJwPH1zYZVTdCbiuvU1xq,tz1P1H2CYceBg35bcprWoDkWqKhXgFczhk9Q,0709695055,41-208-3897,Beauvais/Tillé,2023-12-22
Stim,inactive,failure,ckilbornj7,38-423-5898,tz1VhBSyLSzjMXbGF6LZpnbqRLxRyXsVcEQ2,tz1Zt4Bt6CRH6mzAH4KXtTmBMqtcSoTpDTgB,7604292240,72-406-4948,Tuli Lodge,2024-04-14
Sonsing,active,success,wbrindlej8,04-722-4877,tz1hBzWYSLHcx9c38FckBTLeuoPN1kHvZJho,tz1QA35qyecyRTMsLnqruYWw232aCShVDqtD,9468212696,77-348-8297,Chitral,2024-03-09
Pannier,active,success,abriffettj9,00-865-1167,tz1Qj5PfDcSa4RDgs8D68p6Pqq7vtgRv6uA9,tz1NmXLqQpBLQWb5xu4uw4WXq9toxdQ63VAR,6960986885,78-930-3592,,2024-02-27
Home Ing,active,failure,bjakabja,23-309-5846,tz1aqvHNjPtPtby8c5Tf4j57Fv5ifPZymxqj,tz1TkGPXBT7M97htuBQrJ9egbVS25jZACoJu,1461117518,84-882-6743,Melfa,2024-07-30
Tin,active,success,wroycraftjb,63-414-1260,tz1QzE1ZpD37crif8AppHAdwKefvWupV96zk,tz1cjC8597adwxygb7Ud1hJz7hjmEFTbGE1H,0175922209,24-626-9489,Havre St-Pierre,2024-08-02
Fixflex,active,failure,tdonovanjc,53-459-9560,tz1bAsRm6SjnZjzFWmzMM5M7rhWChRD9k3Tm,tz1cukj7XPMT41grzM9kRUWTKU6zVbcdHmC1,7815727794,56-128-6717,Reed City,2024-07-09
Cookley,active,failure,rhuyhtonjd,45-485-6339,tz1h9gHthmAx5WMMnNo9yTuz2yTWxT4MnBkc,tz1Shwbw6E43c5dx6twd6u5qgsJkBuqGC7wq,5304351932,72-619-9389,Maota,2024-05-03
Treeflex,active,failure,paharonije,61-615-9871,tz1geyr97BTtsJFKsG819V5UPehEUkjsuGb8,tz1diRtCdspKgR31bHy2jvxdv3yTX7MTCw8k,9696991029,68-032-6409,Uchiza,2024-05-27
Flowdesk,active,failure,piremongerjf,37-020-6389,tz1U2kRmJ39msaS2AtF3AqWxaTKd268bXt5T,tz1MST5hiJTrkcxFsDitGCAYfqrAxLNPTDAB,3138983871,28-671-6285,Niigata,2024-07-22
Andalax,active,success,igerbijg,27-133-9177,tz1dXC1wfy6hgMkZX6dj6xXCvcGRFdQ6YBBJ,tz1eCjgE7eQhcCGVVQNRh6ZnfXTeQ5yUx8c7,4385381798,55-166-7346,Alava,2024-09-10
It,active,success,ntasseljh,34-277-7617,tz1YJg3AJtQsRWhd1WnJpgSGsSSqGUXttdqc,tz1MbzFvn9JsNgETiAZdpoJupQgQSdTx3Skb,1999958586,23-179-7407,Paz De Ariporo,2023-12-03
Subin,inactive,success,foliveji,27-738-3258,tz1ivpXutKLVfhYj17VwzXaKXsf6BwkLkULa,tz1W2t5trMGXPcLgGyXEfg3My1QFwj9nn4Hj,5153532828,64-514-9610,Andros,2024-07-05
Alpha,active,failure,jbottomjj,00-160-7753,tz1hfBXgwpsyCHJ6jRCEAJUkEhUbZYht8UEg,tz1Nun5gvMhE5hg4Ew74AsSryNf8Ky7Gw6hP,2256863123,62-102-5295,Coronation,2023-12-22
Konklab,active,failure,dgodinjk,97-607-0575,tz1d4JSLqEfGY5hSxjpZcwkxxeJnCfq6NMGV,tz1MTBiFu3EgpAeLivS1rzvyPW3ofguguhpf,6162589528,18-144-8589,Kulusuk,2024-05-20
Fixflex,active,success,hbeacockjl,12-010-4760,tz1iqmFufziRoVqgyXsvJsFiqoCQN1SHeY4k,tz1U92Zdw8PjW3RYb61WexjytMCYfdGCtSZQ,5087910475,88-063-7972,Parkes,2024-10-26
Tampflex,active,failure,csimonaitisjm,96-297-9687,tz1KeFnPKQpnt2HVC4VBsNtJtuCHmRz7oF3z,tz1gyZ6MGi4yUhQjHTDBGUvn2Ay3K28jrqcb,1166596494,34-834-1358,Alton/St Louis,2024-02-15
Zamit,active,success,asherbrookjn,26-380-8379,tz1RkDgCBZfo4hoxYWf6yj5v31i42PWuq3tT,tz1Q7oD9XMH4ToMZGfVhy7WdTTp77TsHwXcZ,1957790962,85-875-7508,Tinboli,2023-12-16
Regrant,active,failure,bsperingjo,16-788-0751,tz1Wyb66VtofpM3oRarJdWWAFJ1Ym5RLFVAc,tz1b6dCvN2ugCMRNy3s58w1SRskbqHgYfWod,4649820669,56-616-2243,,2024-03-29
Regrant,active,failure,mharlinjp,20-326-1041,tz1QTKy2mHqQDiXEzk17mSSNWyTQWZp1xtjd,tz1RR6JLx9FTuMrferwrSuf4No7wSFtzTqVW,5824092885,48-596-4582,Ölgii,2024-02-11
Bitwolf,inactive,failure,jgonzalojq,87-510-5952,tz1RZK98sEwsmptuhpwXqqttMdTArsRN1uCT,tz1Kp5nGBEchAYf54eVwTMyXx5CY6qZAsADe,5433389588,95-688-6539,Bydgoszcz,2023-12-03
Namfix,active,failure,molekhovjr,91-515-9765,tz1PVhVyacBpucnPoyrFRdPL3y1n3jbWUYaP,tz1MqNCzG9Mu1JpUwgUZ5nyVc1uyJE3GEXmH,9202037671,54-002-8308,Jiroft,2024-05-11
Wrapsafe,inactive,failure,jbreconjs,27-883-2142,tz1NtPMrDaubxk6zarrMyeCF1hCaK1A1EQxj,tz1f3DK3Ke7h7NgNtEGDPkNFJgdiuKBcEH58,6544897310,04-705-4040,Culver City,2024-05-17
Otcom,inactive,success,cheggiejt,81-865-7015,tz1i4FSBAauKN1w5JgU7tMC8JcL26GKq4Fcd,tz1MjBQDS3iZddFtG32r7jGu93fsefu4oujS,9125659022,94-226-4978,Toluca,2024-05-29
Flowdesk,active,success,avandermerweju,10-216-4763,tz1MNPLcVqLvrRpTAAVg4UQCJGiSqSwwvzGA,tz1diN7VmVescrhGTPsBqn8Ng2iLneTZnZka,8353722763,28-819-9635,Tari,2023-12-08
Y-find,active,success,amarnerjv,93-729-1545,tz1YBuzBNC3prJn5yEwPyMXJKD2nUNtDfGcp,tz1Li5JhF7zycAeYAUXuKc8wzfwEQWxY7b7z,3148071107,86-807-2938,Kitzingen,2024-04-08
Keylex,active,success,destoilejw,12-523-9620,tz1MpMZGQ5kTHMVMAt96Yxxv4eqrLgU5VBRR,tz1LgZrqrFgJUdxfvXDVgJ3s9mj14v5d3D1e,6447404720,25-505-0539,Paulo Afonso,2024-08-03
Gembucket,active,failure,arichemondjx,06-059-5938,tz1eThVGg7SAtJNRtnHnPH5AWkuXg7pg9pd4,tz1Zpr6YLJmV5yHPp5qJ513nqpHuHnjoMbT8,7400482211,56-283-8600,Pratt,2024-08-22
Transcof,active,success,cpeyntuejy,72-760-0773,tz1WxftLPhfbp32reHtEzsJjbpTWshR5ziuq,tz1KwvLFzmQqMPHLNNAARpyWWpRqtBwTP14k,1688382844,09-882-7097,Bambu,2024-02-16
Stronghold,inactive,failure,whaglandjz,86-183-6786,tz1SpnLAnA288iHyGouuR5E21JAgvfZGqHQz,tz1eQPTZbT1VU2KtoR76NezVKCBgLzdCgoby,0980369614,73-678-1638,Iboki,2024-06-30
Solarbreeze,active,failure,preekk0,53-923-8805,tz1VHcuVREX1HDx13NZBRT67U3Gm2Gb4xXAJ,tz1dkLA3NmzDyqrM4Kpab62HtvhjFoYy5ECr,0171865146,57-125-9650,Saint Martin,2024-06-12
Vagram,active,success,krazouxk1,84-497-1061,tz1gYhh9hcZu8YF5AarPdqHGABL3hBwQWAct,tz1gQKHoVDXgzJqZuds8ZYpbcGc5rVoy752w,6804408896,96-977-6321,Bellary,2024-01-14
Voyatouch,active,failure,lhamleyk2,62-808-0408,tz1Vhvx9JNv5ie2E6Dm8ACcjQ9oxagG7MKXG,tz1NXTLsR5dBtCWU5DfrYMdK1qUt7gqeBBmZ,4922094326,52-329-8569,Mayaguez,2024-04-07
Y-find,inactive,failure,gmattevik3,47-096-1094,tz1etqWHmKAHN2sfDpXGk3ZTio3rLpmVaRfL,tz1ffkD8JaZM6LZAXUw61cqA8AgDDCivdtBy,1247481875,46-118-3745,Maubeuge/Élesmes,2024-03-05
Namfix,inactive,success,cayrisk4,06-351-6594,tz1hpKeC8AmT5851enzWQdGXAUgVwoeQ1jSt,tz1TzN4xAaXZeoxmDKWAkaP1vqyugCxiCkvy,4526096180,47-351-4717,Namutoni,2024-06-12
Tin,active,success,adunniomk5,31-956-4404,tz1XdBobWq7mpT8K8uHG5Y7pEJ7VLxEeMvBW,tz1M4mFBxhpuvfjbFoQxwEmYoJdd9XXuGNBQ,1235144461,84-553-2541,Ouzinkie,2023-11-10
Fixflex,active,failure,awennamk6,87-780-0771,tz1i5PBcozkmU178ggBgCR2UAaoEVi2c4bah,tz1aiHPqz78yEWLNFr44TicKAft13QfPvzoK,2597283836,62-092-6166,Liangia,2024-01-07
Redhold,inactive,success,agiraudouxk7,27-829-6100,tz1h96YBGDxKKABY783JmxEoaWRkrcSjToxs,tz1Rdry1UM7dAyb8iWrnx2TjZ3u74YmD7kPL,0447640119,82-588-3260,Lagunillas,2024-04-14
Zaam-Dox,active,success,ecutressk8,24-916-3769,tz1UKZnT67ZzdffyiqBUVzGCRRVPC2t1Equz,tz1WSiGct1Pjmgm7Zza9JooA83Xc3UGm6uXX,5875582960,79-004-8738,San Salvador de Jujuy,2024-04-10
It,inactive,success,mglenk9,94-910-7893,tz1i4rnQBV5jiyfqZAQf9i74Em1RatrzHQRo,tz1QnVTHa144irqNFrmL4Try3wa5Dx6Gihpt,6188778425,07-644-6391,Ostrava,2024-06-09
Fixflex,active,failure,adelmonteka,52-892-5801,tz1cQ7weDQ8636Q28xtb7Hg3VrhPeAXe6ZjS,tz1SYd4n2As7W7E6dj4oge8QqcS2GmGjiTog,6354824738,50-227-7039,Isla del Rey,2024-09-03
Fixflex,inactive,success,abaudainkb,48-858-9022,tz1Ne6aZcdU8Pqk1Q34qfZyjqwXV8sguKzTe,tz1YiDfCS1JBLjrXiXMDWqHzcV4nqB4XbRzx,6221403383,19-070-3913,Wuhan,2024-05-24
Zamit,inactive,success,pblisskc,01-732-7609,tz1aSLQxdiBCZXJCqybAy2yFbVYa482ANLCX,tz1cURsbsJvMN26rmE5zAi5EVrDPwywm8qM6,8082750138,53-660-2516,Trollhättan,2023-12-21
Home Ing,inactive,success,mpegdenkd,10-528-1662,tz1L4hwxTAjBjCoJivuKB5xx4MtooKrhbTXm,tz1KuEarU92Qs7iEroYDWAHV3vhvwF9zQbhU,9822009976,15-890-0258,,2024-01-28
Namfix,active,failure,eshotboltke,92-416-1394,tz1eSymEBZU8fkD7uiSRiaViMXcJTbLsjYLU,tz1hjWWBkB7KyzHxN5ULR1KyR4r4nJdBRh7W,8833308049,62-081-8105,Johannesburg,2024-03-28
Bamity,active,success,cbemwellkf,96-041-3975,tz1McjydP6FximFXHQkGRJXU4Tu1QpHR1mfP,tz1ZJbqvr4H1yrutfCvrQzWmk6RTouvLvGKH,8639102198,39-083-9348,Al Hoceima,2024-05-08
Temp,inactive,failure,sgoddardkg,15-526-2614,tz1SRZ8zkQ6noLK5HdF6sXE7Cq6yFhkokrGM,tz1Xsie5RFiYKXy3z3Y3CqXEGrSaGae1UCMY,9991372792,38-901-9991,Samos Island,2024-02-12
Hatity,inactive,success,ccouchmankh,13-784-3985,tz1N7BQeHapzKdMr1Nqkrv57NCUE996f3jTC,tz1gYJmsA4u9XNDjJpuNA8hgGoGFFV5QqNoY,4212970716,06-242-8618,Lhok Seumawe-Sumatra Island,2024-09-26
Fintone,active,success,bsaltreseki,64-096-9241,tz1fpXbmGq1aLgrJKG8zKGAoibNoQzAWfvHA,tz1TALcU6ETfvRwid6u1DmKjBtsF1dHaf3rs,3015593048,17-610-4795,,2024-08-10
Vagram,active,success,oburtonkj,47-682-2923,tz1Ym3yqXajcaFTRrPCZffFsCocqhZDta37c,tz1ekfZmfLYD6LEQSfUwT1dKN7camrftHNC6,2930389214,69-998-4974,Wisconsin Rapids,2024-08-10
Sonair,inactive,failure,sdaventrykk,94-021-1660,tz1d4qRf3GLmqS9i47tHcAXuHFg93FUcARva,tz1S5pUvgTNDcsrEQ8BS89cQyJVg8YPDkUk7,8185968284,91-735-2568,RCAF Station Saglek,2024-01-06
Job,inactive,failure,feburahkl,33-153-4363,tz1V9HUFXhu4fLH3jQVK6GP2nnTW1i4VZCcf,tz1TFLdonBDj6CW3emRryBTD8sGY4j1XRUfn,5561748203,45-531-0432,Fort Liard,2024-04-13
Sub-Ex,inactive,failure,tparzizekkm,07-931-5504,tz1f9ZYUPRcX53e4iQJJQ1r3DFtKjfPgp36E,tz1cmvRJXwSWtpwA3xHzey7CSyzgktpsg81a,5721369159,97-245-1377,Brize Norton,2024-02-08
Matsoft,active,success,sfatkinkn,11-019-0481,tz1TWfVUCxePTH4tfJncLaWJ758bFTHoG8EB,tz1UXdZ9gEN9LVrjxvfDZnTG35E2VQ9tBhAC,0701990163,67-415-2391,,2024-01-16
Cardguard,active,failure,fmoaksonko,83-312-3360,tz1XtTNxj5ZGW2B126UAu2drd3pmSxnCfqJ1,tz1SsSCYKtFJeVvYATxk6CLnpoJCz4UYtDwz,2198130858,34-984-2682,Manokotak,2024-08-09
Bytecard,active,failure,dcreamerkp,66-342-2765,tz1ivmM4JzQUViPvZujJMhH2KipPSxKqaQGJ,tz1LM6ydjaJ7GYHLqEGaxN5VzRtFeD2e38Br,2594191043,86-377-6548,Örnsköldsvik,2024-08-08
Regrant,inactive,success,ksneakerkq,59-083-5639,tz1c4mKsvdEjFC5QjdgNUgxLLcCkAWgq62kQ,tz1cQdXureArMGkstZrtQEdfj5MpYRtgKR2S,3805373961,94-641-8242,Kampot,2024-10-30
Zaam-Dox,inactive,success,bivamykr,11-388-8073,tz1VyoeHskdQapcnfdNntconn99wRZHqK3Z4,tz1Xp7brJ9jHPx5TNNeNVX2jvhaUMgNoGZFc,3833308613,06-457-6234,Merluna,2024-08-20
Transcof,inactive,success,cstuchberyks,51-810-3859,tz1Yxrsnq3KKUfQ9ytbByLj8MioMHQnw7dM7,tz1X5MD6bnzYd42ATLagKVYgSeBGzG51JUUD,1331230934,97-344-1947,Brighton,2024-01-22
Namfix,active,success,jborringtonkt,99-117-6911,tz1No83ZR1VAEoJdTEd7oDGhCx4XoznH5Vgq,tz1PSzS7H4hkeqFCVqzwC24HXhYzoQJy75sz,7248759295,03-527-8176,Burqin,2023-11-22
Bigtax,active,success,alaythamku,45-005-0538,tz1czcjPDnTPvqRw5YyLbLCZPxtUqdvrRzkC,tz1ZhGHbWzRTkBagdLpcZkkJdduGYkf51eYF,6785497264,17-631-4276,Podgorica,2024-03-09
Kanlam,active,failure,dridolfokv,25-229-1054,tz1Rd88igTKD58WpiSsgMvu1rjwZekFHET2Z,tz1Zi1UX2Yo6MYjSE6BvPj1YzBeuy2zcvomP,2716898626,55-016-9900,Sana'a,2024-08-02
Konklux,active,failure,csnowmankw,47-183-9783,tz1gWQBxubqtMBzk5RjYpNCQVwkyLC3z8fF7,tz1ZTwL9PZAR3c6MXqK4Hgoh78ZCktq2jaee,3201068748,84-297-0961,Chicago,2024-02-12
Y-find,active,failure,nculpkx,87-816-5329,tz1VEniA1moNuLa67m5CZDxHXp8DQ3y2WdkB,tz1eCqDVsrsJUS6UTRHzkX2JcKynmxEzLW2D,6289489860,86-773-1170,,2024-09-19
Quo Lux,active,success,swhitlowky,37-878-9368,tz1QcAWVdM4yQrWyDWcYQuToaiu1aMu2YpRd,tz1Linu8XFy8gQS2Ckw9CkP7PJKkH4TJhrCs,8962893959,90-484-0292,Palma,2024-01-11
Pannier,active,success,achettlekz,32-859-1190,tz1dENuAeHw9uY5vJVEMGPF3VNhRduzH7XWV,tz1U9u6PDqRY59m4tteETxHxzRn7FkikHpvV,9021627116,82-434-3588,Samana,2023-12-19
Sub-Ex,inactive,failure,tbutel0,57-307-8318,tz1PUo3WuK45y261DCWuvBcj2egRapCBJJE6,tz1VRyb9gH18wxddj1fqyXaiFpRW7EgrNrZ6,9771004875,71-653-0905,Marsa Alam,2024-09-13
Quo Lux,active,failure,bjoynsonl1,81-080-6562,tz1Pt4wKLcMaWAkBC4LEkhzJGpThw7A9VnmB,tz1LUQ59n4Lsft26kkm9wFoEhh1tnK9czkjh,0484348248,43-624-0252,Dubrovnik,2024-02-14
Mat Lam Tam,active,failure,elatchfordl2,50-540-1037,tz1bjDpVm4zexVVbTo44DX24f5zgG25mst6Y,tz1dxREwUFuYUQFf6WoRWB8bG2a79ZF5p7PC,3015718916,35-538-8146,Lufkin,2024-02-14
Flexidy,active,success,fthezel3,71-547-1103,tz1XnWkjfncREyJggA3BtyhT2pcinWj5uBe1,tz1XyhP4AoY8r8kXe1GXL3RHN7PKPw4Sxygr,0078639654,08-065-0147,Katmai National Park,2024-04-20
Home Ing,inactive,success,csteynorl4,13-477-7673,tz1PksFRySbuAAvvvzD9T8hxTM2ZriD5hKZ7,tz1VJSwTHvy15NpQkSEiPkB3X5288rvfcZLS,2811340041,40-216-8466,Tôlanaro,2024-04-12
Namfix,inactive,failure,lbrookwoodl5,73-046-9499,tz1PydscuEHwcpEztHKNiNbdaPsQs1hP27LH,tz1iFLwydd7rzHhH6xMhQBn8VxMUVXL1uY1P,1579695531,01-440-8726,Apolo,2024-06-22
Aerified,active,success,hjamotl6,45-190-3082,tz1fFox35P4F3YakAjd8LvS39FLG11TGeX6K,tz1dSEnJFh5cU4wFQ84zXGE5EBV6QjWSwjtj,0669712329,86-076-1623,Jerusalem,2024-02-17
Overhold,inactive,success,cchelsoml7,90-248-7848,tz1aB7p5w3LfRTYQyNqxwt1TU8cx6thD9Gfd,tz1cfTjgnp3gpHrgYjQu7JoL7p7xtTbh8pVt,5468282593,09-967-8806,Sumbe,2024-05-24
Duobam,active,success,jlatchfordl8,55-788-6588,tz1VcovBaMvQc2PWizTFSDkrr49cmhGt23gY,tz1PPzLUk7Q2ABkS97N1KinvWu1ytXtz4Xgy,5505052428,64-801-9885,Sudbury,2024-06-10
Vagram,active,failure,kjoycel9,53-068-9055,tz1MZzUkW3VNrBsU36THacKxkRjEbGFJL97X,tz1QoDbnKZftncczQdhVnTuHRWunGcVddL6a,7089906671,92-258-7040,Island Lake,2024-10-17
Zoolab,inactive,success,vburnettla,04-006-4012,tz1e5vixaRRBqaXEXx5a5144ai5b8ScVjPd6,tz1bmL4BQQDY1ChrN38Z8YydrQuGKA6hfJuM,1128534967,45-460-2336,Kokhanok,2024-01-04
Y-find,inactive,failure,bwengerlb,10-018-1287,tz1dohGd8menzHq7K2zXUGTu9bynFr4wcJqD,tz1aoEEMo3DMyU9yCvaNAt7jMfbvzYyQG58i,9603859451,81-927-9238,Modesto,2024-01-20
Sonsing,active,failure,oclappertonlc,12-351-2203,tz1QgZup3GkyNkvbd4vTQ6ENzRWBhJ4CPyLv,tz1S1hmuhnXcmfhUfJp5EZkJfyBpRo5HNjS4,8124684820,63-898-1193,Omsk,2024-06-18
Namfix,inactive,failure,cbyromld,12-671-5771,tz1QHzkWSpLpKKu5T19iVMz9aazeQaK1Zqq9,tz1eAjkAtjV6h1pjXHnpSQS5BnYtweoEJhwu,3503299882,02-381-3289,,2024-09-27
Regrant,inactive,success,kcosgravele,45-473-1785,tz1aTDq5RWUVWxUrG4EhPewYe7PkLMWMJEqd,tz1dRfF2eDCB6Atw34uuZxb6mZdc4YZTKgGf,6355204547,72-630-9113,Masterton,2024-02-11
Zaam-Dox,active,failure,pbottermanlf,26-525-3139,tz1gJpFFe1zYv8GFyGUH2svZsWe11YNLDQAX,tz1Vbu7o9k8joy72Azj4F66ASxeUmMok2cC8,9082824736,47-183-7009,Jakarta,2024-09-14
Sonsing,inactive,success,piskovlg,23-121-5181,tz1SUT3QgF3qwfN9wNaUcsFoduq4BGfDuupa,tz1XAX9HMoqXfdU9GhoNRZqBsxMG6f2uDALv,5270802155,57-469-3574,Kapit,2024-07-06
Fintone,inactive,success,cpavlishchevlh,70-347-9439,tz1bfi9i2fJbkJmWX1uKppgpnQM6DM1pvN2t,tz1VirGAQu2LCp7CNx7g9ypyNrde8UcFLsyB,3696512001,43-289-4047,Paranavaí,2024-01-20
It,active,failure,msweetloveli,58-528-6151,tz1ctKtLH55RVaHK8soudLa2C6gkW4Y1YPvL,tz1QUp9ZdsYdvQjrGUgmXy2rPsECaG8DCvCg,0262571722,01-369-4232,Hayward,2024-07-05
Job,active,failure,ncantolj,66-301-5456,tz1cfaNm9X4fjV9ChuFNEG4dRCtUGEg4jmuB,tz1WwGhZTbuKGyZ4iyR5XVhLnj1UDb8eyd23,4862600948,74-284-1185,,2024-07-07
Home Ing,inactive,failure,fdorrancelk,46-753-3881,tz1PS5bHdGibSwio7ApbvZ3Y7som7mAgTR34,tz1NteDVtviB9wcKdNbDyCY8LzuxuTGRqESP,4503782525,34-124-0134,High Level,2024-03-19
Biodex,inactive,failure,bswinneyll,73-970-5765,tz1dPwAfzWnpGX4TgVEoPiEKJSwXQsYHJ3Br,tz1aXJNmRGN4wCv61Vc6EAXb5qaxfFoqFHKb,0297357735,02-003-4006,Safi,2024-01-06
Overhold,inactive,failure,gjohnsonlm,66-290-0862,tz1aUjHBAf8zXXJMzfqbhpqaS2E4uTjNVS4E,tz1bLEVkSTzGqpH8G8Zovn76ejTsdqkXgMqv,0225765330,39-837-9150,Changzhou,2024-04-13
Tres-Zap,active,success,divanchovln,17-402-9810,tz1gs73xjpCMb3tvMLFuMPDc2QM1AmhpHrxQ,tz1Ssa1U2VCkiie4fpVfcKHZPK1Nv1GzYADx,3547129982,41-670-7588,Mandera,2024-02-11
Pannier,active,failure,cbarrattlo,51-545-2606,tz1WpzkwsfBn7sKuyoWNvV7sMbBJDn5tjDWr,tz1et1A1miXXwKtbq2nwAuv7CbcLjeTpsMEv,1147230838,65-698-1263,Shijiazhuang,2023-11-21
Home Ing,active,failure,mgouldthorpelp,45-151-9057,tz1bUaTvWHsrPD4rAp9d7tSsdkzMnA1U1r2F,tz1KiGU2GWC27Ecc5eNLFxc1cABjt1DuBr75,3809047139,59-101-6089,Köthen,2024-01-22
Voltsillam,active,success,nsaylorlq,31-953-2368,tz1MVreDd2HaohyfZnDKvZW5JkmRL9jZSWyL,tz1cYKUf1iYeV5ffsVakYPgrArBVWW9bKpvA,9606676641,75-487-3071,Bildudalur,2024-10-27
Bitchip,inactive,failure,kmacmechanlr,58-761-0547,tz1LNeipJ522oBbAu5mTXVQSGodXYEpvQmmK,tz1fFJAoQh3b8oJ1BfAzUsFoFBzWBm4D8973,4527502077,64-041-9571,Narvik,2024-06-29
Konklux,active,success,nmctavyls,14-938-4304,tz1dQgLTSMrfgPfEAdfn9HsoWnrr71239Gfh,tz1ZK4HKQkUNic4R6hbbECdjcAsULVdYSZQz,1843528517,07-512-2474,Rodes Island,2024-10-16
Y-Solowarm,inactive,failure,twatkisslt,95-915-4486,tz1TFUXXA2QekRzeWP9rLhrfU3CC5UZnNJBw,tz1ZH6KzmmUaGid6NExxvWzVCDBDrcp1jEK2,3776599952,87-276-3205,Kilaguni,2024-06-17
Stringtough,active,failure,smellandlu,57-050-6324,tz1eXT1Ujrn9o3JZsSS4zvCuBavN9sUtqSZY,tz1Wx7mTf7KN9ePEfzfYBNyApvveriJD7h77,2922498808,17-128-8054,Kvernberget,2024-02-26
Kanlam,active,success,whentzelv,14-025-1066,tz1dsg2wgobqRJy5j5GBxnM3tS7h34kbvFBe,tz1XwMTtitYfqdYRSe6RbCpW63bwKfojzv3v,3851922239,02-887-0783,Clinton,2024-04-03
Y-find,inactive,success,khansardlw,73-953-2294,tz1M91L4p962Hg5XxLgP9woHNREynVX6XCxo,tz1TmLSjexfyXezdhsb8huoxtvxkdjKqERBF,4892317195,36-300-7944,Fort Irwin/Barstow,2024-06-30
Regrant,active,success,aloudelx,61-239-9214,tz1Rqf4YG6D1hmz4YdkhEMnH8rnq7S5YfrrT,tz1di5yzHu8frN5y7CNx56rZuNJHhvWcr6aS,5790482082,91-206-7009,Kaédi,2024-06-20
Daltfresh,inactive,failure,kshillaberly,51-783-8679,tz1NWg1NaS4Qj4ySaHJ8VMd3DXyGL8Wp6bwL,tz1ipBkT8wKkB4i5afhVikfBdftNXxmhTgAg,3426053837,29-117-1921,Qeshm,2024-02-02
Daltfresh,inactive,success,rkalkerlz,80-743-5387,tz1UfjhwNiGqEc7AGhdLMbEdJ5LR7NghjbVJ,tz1iee7nhVfts1j4Jo3SWTg6LjVNSP4DmmcS,8310584458,54-533-9864,San Javier,2024-10-25
Cookley,active,failure,stwiningm0,86-587-4360,tz1YMJ5twL4K4vA5aEzVDVG8c8Ypy4Vb1Xun,tz1hN7MLfBjvz4Jj8bdkzXHypPHURFaTpyp7,4044759456,44-591-0000,Barranquilla,2024-04-02
Cardify,active,success,tigguldenm1,83-199-9373,tz1WYxnKYcAPRwukz2s72inGhkKVykFLY22u,tz1Z9BerJxBDEn6wPMxSqdbmb5obowrQZJLw,3874818764,44-949-0021,Santa María,2024-02-03
Gembucket,active,success,odillwaym2,83-779-2673,tz1ceaNyozYyqpV6roDRRoV6xYpq66yjhib5,tz1ckK3YB65M1ps48m3iY9eQRUrQn216sjFF,4400264211,95-348-8913,Fontanges,2024-08-11
Wrapsafe,inactive,success,jlassenm3,45-203-3699,tz1Ts1fgfiqT7Y4KhrPvmn1TvQhVkG1Nxrhm,tz1VL528PMjPvt4z6Ftt1KfWYwLiiNBVtSur,7407008582,63-223-9745,Eugene,2024-09-19
Greenlam,inactive,failure,wprosekm4,32-879-1585,tz1fZMQaREBBhS6iSMfHNxUCK6zA2z5sNfyc,tz1XrcQPMT4q9qKXKmGXe7gKydiKxwCC7soX,9675746955,05-920-7740,Forestville,2024-02-19
